IDWIIQ,cycles,Capacity,sum_LowLevel,ET,avg_disch,med_disch,avg_Idle,med_Idle,med_CycleTmax,avg_Wday,med_Wday,avg_DisAhNeg,med_DisAhNeg,avg_EndVbatCell,med_EndVbatCell,fast_group,retired
2492,900,1000,60,0.2,125.27,120,0.83,0,0,1.03,1,20.66,21.05,2,2,1,0
2493,654,1000,1,0.19,118.35,120,1.82,0,0,1.02,1,19.48,20.5,1.99,1.99,1,0
2494,1018,1000,9,0.18,122.18,120,1.01,0,0,1.02,1,18.08,18.4,2,2.01,1,0
2495,237,1000,6,0.15,109.37,120,10.08,0,0,1.07,1,16.35,17.4,2,2.02,1,0
2496,665,1000,33,0.09,92.93,60,3.24,1,0,1.04,1,9.09,7.8,2.06,2.07,1,0
2497,641,1000,588,0.14,132.92,120,2.64,0,0,1.13,1,16.25,14.3,2.03,2.04,1,0
2498,630,1000,538,0.15,130.86,120,1.56,0,0,1.12,1,16.7,15.45,2.01,2.01,1,0
2499,1219,1000,892,0.11,94.06,60,1.78,0,0,1.08,1,12.39,11.4,2.01,2.02,1,0
2500,480,1000,391,0.15,180.38,180,7.62,5,0,1.26,1,18.41,16.45,2.03,2.04,1,0
2501,750,1000,641,0.14,125.36,120,1.8,1,0,1.11,1,15.93,15,2.01,2.02,1,0
2502,1137,1000,1016,0.13,113.98,120,1.53,0,0,1.09,1,14.25,12.7,2.03,2.03,1,0
2503,755,1000,722,0.18,164.42,120,2.41,1,0,1.16,1,20.77,17.7,2.03,2.03,1,0
2504,728,1000,694,0.14,135.25,120,3.23,1,0,1.14,1,16.21,15,2.03,2.03,1,0
2505,809,1000,760,0.17,153.82,120,2.37,1,0,1.13,1,19.66,16.8,2.02,2.02,1,0
2506,728,1000,669,0.14,133.43,120,5.38,1,0,1.15,1,16.13,14.95,2.03,2.02,1,0
2507,607,1000,530,0.13,168.24,120,6.09,2,0,1.25,1,16.73,13.9,2.05,2.05,1,0
2508,601,1000,596,0.17,181.3,180,5.57,3,0,1.21,1,20.76,19,2.03,2.03,1,0
2509,990,1000,918,0.18,141.27,120,3.51,1,0,1.14,1,20.27,16.8,2.02,2.02,1,0
2510,476,1000,455,0.19,205.34,180,7,2,0,1.38,1,25.68,26.15,2,2,1,0
2511,483,1000,472,0.18,161.74,120,2.66,1,0,1.17,1,20.99,18,2.02,2.02,1,0
2512,467,1000,453,0.17,176.79,180,7.76,3,0,1.31,1,22.58,23.5,2,1.99,1,0
2513,959,1000,678,0.14,99.17,60,2.71,0,0,1.1,1,14.87,13.1,2.04,2.05,1,0
2514,721,1000,706,0.15,151.87,120,4.41,1,0,1.15,1,16.8,15.9,2.04,2.04,1,0
2515,640,1000,514,0.21,209.91,180,5.2,1,0,1.23,1,25.27,26.9,2,1.99,1,0
2516,974,1000,890,0.14,103.06,60,3.17,1,0,1.08,1,15.03,12.25,2,2.01,1,0
2517,1305,1000,994,0.17,140.78,120,1.44,0,0,1.07,1,17.77,17.8,2.01,2.01,1,0
2518,418,1000,338,0.16,137.51,120,1.91,1,0,1.16,1,18.13,16.2,2,2,1,0
2519,131,1000,128,0.18,197.86,180,7.15,4,0,1.24,1,22.64,21.3,2.01,2.01,1,0
2520,676,1000,589,0.18,147.96,120,6.53,2,0,1.16,1,21.11,19.25,2.01,2,1,0
2523,534,1000,82,0.17,120,120,3.13,0,0,1.02,1,17.87,18,2.01,2.02,1,0
2524,584,1000,27,0.17,120.82,120,2.47,0,0,1.03,1,17.15,17.5,2.01,2.01,1,0
2559,434,1000,1,0.19,124.42,120,4.9,0,0,1.03,1,19.21,18.95,1.99,2,1,0
2561,190,1000,0,0.19,126.63,120,10.41,0,0,1.03,1,19.78,20.15,1.98,1.98,1,0
2562,256,1000,84,0.19,129.84,120,7.98,0,0,1.04,1,19.91,20.1,1.99,1.99,1,0
2563,74,900,1,0.37,210.81,0,33.14,19.5,0,1.58,1,59.27,62.22,2.02,2.01,0,0
2564,53,900,4,0.39,280.75,360,40.47,18,0,1.75,1,68.03,67,1.99,1.99,0,0
2565,60,900,17,0.45,259,60,33.08,18.5,0,1.55,1,68.98,76.39,2.01,2.01,0,0
2566,34,900,1,0.23,172.94,0,98.53,90.5,0,2.74,2.5,62.29,65.94,2,1.995,0,0
2567,15,900,8,0.48,448,480,31.6,27,0,1.27,1,61.16,68.33,1.88,2.01,0,0
2568,62,900,1,0.45,115.16,0,31.42,5.5,0,1.37,1,61.02,61.61,2.01,2.02,0,0
2569,38,900,0,0.26,191.05,0,67.79,30.5,0,2.47,2,64.11,70.22,1.99,1.9849999999999999,0,0
2570,77,900,20,0.35,150.39,0,62.77,9,0,1.61,1,56.59,58,2.01,2.02,0,0
2571,72,900,16,0.38,256.67,30,32.01,11.5,0,1.65,1,62.92,64.89,1.99,2.025,0,0
2572,62,900,1,0.38,231.29,0,71.98,12.5,0,1.74,1,65.4,67.17,1.97,2.01,0,0
2573,71,900,21,0.44,195.21,0,65.07,6,0,1.51,1,66.9,67.78,1.95,2,0,0
2574,6,900,0,0.45,350,330,41.33,16,0,1,1,45.33,50.67,2.03,2.03,0,0
2575,78,900,1,0.47,166.92,0,23.67,4.5,0,1.33,1,62.29,62.5,2,2.02,0,0
2576,19,900,0,0.15,132.63,0,227,156,0,3.95,3,58.88,63.67,1.99,1.97,0,0
2577,65,900,3,0.37,177.23,0,40.2,8,0,1.55,1,57.17,57.89,2,2,0,0
2578,36,525,2,0.35,210,0,68.75,46.5,0,1.97,2,69.83,75.43,1.97,1.9649999999999999,0,0
2579,33,525,0,0.38,247.27,0,68.79,73,0,2.3,2,87.45,89.14,1.97,1.97,0,0
2580,32,525,0,0.33,228.75,0,79.5,54,0,2.56,2,85.12,90.57,1.97,1.97,0,0
2581,30,525,1,0.32,212,0,88.93,71.5,0,2.97,2,94.61,101.52,1.98,1.97,0,0
2582,47,525,10,0.39,243.83,0,53.79,21,0,2.13,2,83.87,95.81,2,1.98,0,0
2584,67,525,12,0.44,162.99,0,30.7,7,0,1.63,1,71.91,71.05,2.02,2.01,0,0
2585,15,1050,7,0.32,476,480,52.4,24,0,1.93,2,62.76,67.62,2.01,2.02,0,0
2586,53,1050,0,0.33,127.92,0,64.89,21,0,2.08,2,68.32,71.33,2.03,2.03,0,0
2587,78,1050,5,0.35,180.77,0,57.4,20,0,1.86,2,64.87,69.1,2.04,2.04,0,0
2588,13,525,7,0.32,300,360,59.54,57,0,1.77,2,57.27,60.19,1.96,2.03,0,0
2589,48,1050,0,0.38,2.5,0,24.73,18.5,0,1.69,2,64.49,68.38,2.04,2.04,0,0
2590,40,525,0,0.33,258,0,85.88,66,0,2.67,2.5,88.99,96.1,1.93,1.97,0,0
2591,43,525,6,0.32,330.7,60,59.09,13,0,2.28,1,72.46,77.33,1.98,1.97,0,0
2592,38,525,8,0.33,172.11,0,79.53,43,0,2.13,2,69.39,76.29,1.99,1.99,0,0
2593,32,525,4,0.29,277.5,30,85.12,68,0,2.53,2,74.45,82.38,1.88,1.96,0,0
2594,43,525,3,0.35,199.53,0,56,20,0,2.19,1,75.65,75.62,1.97,1.97,0,0
2595,26,525,3,0.29,320.77,0,80.92,60,0,2.85,3,81.14,90.95,1.95,1.96,0,0
2596,61,900,7,0.35,121.97,0,66.26,15,0,1.64,1,57.9,57.33,2.01,2.01,0,0
2597,80,900,7,0.39,135,0,62.62,4.5,0,1.7,1,65.98,66.78,1.99,2,0,0
2598,15,1050,2,0.36,532,540,58.2,45,0,2,2,71.07,78.86,2.01,2.02,0,0
2599,66,1050,5,0.34,221.82,0,34.76,20,0,1.94,2,66.32,71.76,2.03,2.03,0,0
2600,18,1050,10,0.38,543.33,540,36.89,33,0,1.78,2,67.15,65.57,2.01,2.0199999999999996,0,0
2601,65,525,19,0.55,256.62,360,27.62,9,0,1.46,1,79.68,83.43,1.92,1.97,0,0
2602,26,525,6,0.24,399.23,150,169.31,94,0,3.62,4,87.82,95.24,1.96,1.97,0,0
2603,54,525,2,0.28,220,120,101.93,30,0,2.46,2,68.9,71.43,1.99,1.99,0,0
2604,27,525,1,0.31,440,0,82.37,83,0,3.15,2,98.04,103.62,1.96,1.96,0,0
2605,48,525,6,0.33,276.25,0,69.56,21,0,2.44,2,79.71,81.62,1.99,1.9849999999999999,0,0
2606,28,525,7,0.27,383.57,150,118.82,96.5,0,3.61,3.5,95.64,98.38,1.96,1.97,0,0
2608,26,525,0,0.29,233.08,60,110.85,93.5,0,3.38,3,96.86,103.43,1.95,1.96,0,0
2609,38,525,4,0.36,314.21,0,52.24,25,0,2.13,2,75.8,84.76,1.97,1.97,0,0
2610,60,900,2,0.33,157,0,33.52,15.5,0,1.6,1,52.21,54.5,2.02,2.02,0,0
2611,24,525,0,0.21,612.5,0,196.71,131,0,4.54,4,95.73,102.95,1.96,1.96,0,0
2612,45,525,7,0.34,168,0,62.07,31,0,2.22,2,75.43,90.29,1.98,1.97,0,0
2613,65,525,5,0.4,214.15,0,58,6,0,1.54,1,61.39,56.38,2.03,2.04,0,0
2614,7,525,3,0.39,522.86,480,124.71,20,0,2,2,77.12,102.67,1.94,1.93,0,0
2615,26,525,5,0.35,177.69,0,70.77,24.5,0,2.46,2,85.99,97.14,1.99,1.9849999999999999,0,0
2616,35,525,0,0.32,236.57,0,93.6,64,0,2.57,2,83.18,90.1,1.99,1.99,0,0
2617,51,525,20,0.35,242.35,360,73.8,24,0,2.1,1,74.07,70.67,1.99,1.98,0,0
2618,96,525,29,0.53,167.5,0,25.84,5,0,1.36,1,72.27,77.05,2.01,2.02,0,0
2619,71,900,8,0.34,141.97,0,64.52,10,0,1.7,1,58.15,60.56,2.02,2.03,0,0
2620,66,900,7,0.37,197.27,0,67.17,12,0,1.82,1,66.5,68.56,2,2.01,0,0
2621,16,1050,8,0.39,513.75,480,38.31,40,0,1.69,2,65.51,62.95,2.02,2.02,0,0
2622,79,900,4,0.41,127.59,0,60.39,5,0,1.63,1,67.63,69.33,1.97,2,0,0
2623,32,525,1,0.43,435,450,55.38,25,0,2.09,2,89.23,94.86,1.92,1.96,0,0
2624,12,1050,3,0.35,570,600,60,62.5,0,2.17,2,74.84,77.62,1.85,2.03,0,0
2625,53,1050,7,0.36,235.47,0,41.23,21,0,2.02,2,71.99,74.29,2.02,2.03,0,0
2626,4,525,0,0.48,510,540,135.75,138,0,2,2,95.43,103.81,1.96,1.99,0,0
2627,7,525,2,0.25,445.71,480,114,120,0,3,3,75.59,85.9,1.93,1.96,0,0
2628,3,525,0,0.19,1580,1620,220,218,0,5.67,5,106.98,107.43,1.96,1.96,0,0
2629,41,525,0,0.42,275.12,0,57.39,24,0,2.2,2,92.25,97.9,1.97,1.97,0,0
2630,12,900,2,0.36,390,420,53.08,25,0,1.67,1,60.29,70.72,2,2,0,0
2631,11,525,0,0.69,414.55,420,38.18,9,0,1.18,1,82.08,81.14,1.99,2.01,0,0
2632,4,525,2,0.29,465,480,224.75,247.5,0,3.25,3,93.9,102.48,1.96,1.97,0,0
2633,40,525,6,0.34,261,0,73.12,22.5,0,2.6,2,89.65,98.76,1.97,1.97,0,0
2634,5,525,0,0.26,936,540,182.6,172,0,3.8,4,98.63,112.19,1.93,1.96,0,0
2635,36,525,3,0.37,255,60,86.5,67,0,2.31,2,84.43,93.33,1.98,1.97,0,0
2636,15,525,11,0.26,212,120,50.4,20,0,1.53,1,40.37,20,1.9,2.05,0,0
2637,42,525,0,0.31,0,0,118.26,48,0,3.19,3,100.48,106.95,1.96,1.96,0,0
2638,5,525,3,0.55,372,420,70.6,9,0,1.4,1,76.61,84.19,1.99,1.96,0,0
2639,3,525,1,0.25,1000,960,229.33,236,0,4,3,98.92,103.81,1.94,1.96,0,0
2640,5,525,0,0.29,480,480,136.2,98,0,3.2,3,93.07,94.67,1.93,1.9,0,0
2641,1,525,0,0.65,300,300,14,14,0,1,1,65.14,65.14,1.95,1.95,0,0
2642,3,525,2,0.21,1140,1380,213.67,218,0,4.33,5,93.14,92.19,1.93,1.94,0,0
2643,7,525,0,0.11,480,600,134.29,164,0,4,5,43.1,52,2.03,2.03,0,0
2644,4,525,0,0.18,930,1020,204,211,0,4,4.5,73.81,96.86,1.45,1.91,0,0
2645,10,525,2,0.46,312,300,67.7,59.5,0,1.4,1,64.21,75.71,2,1.9949999999999999,0,0
2646,5,525,0,0.37,480,480,109,71,0,2.6,3,96.23,102.67,1.92,1.95,0,0
2657,742,1000,20,0.28,82.16,120,0.73,0,0,0.71,1,19.76,19.2,2.04,2.04,1,0
2673,20,1000,0,0.43,450,480,19.3,13,0,1.45,1,62.95,69.9,1.99,1.99,0,0
2674,20,1000,0,0.45,441,420,19.65,12,0,1.25,1,56.6,60.25,1.98,1.9849999999999999,0,0
2675,36,1000,4,0.39,380,420,18.92,10,0,1.33,1,51.81,59,1.98,1.99,0,0
2676,70,1120,12,0.4,486.86,480,16.8,9,0,1.41,1,57.01,64.73,2,2,0,0
2677,54,1000,3,0.44,383.33,360,34.78,9,0,1.2,1,53.54,54.1,1.99,2.01,0,0
2678,82,1000,5,0.43,418.54,420,13.82,8,0,1.32,1,56.63,58.75,1.98,2,0,0
2679,54,1000,0,0.37,401.11,420,17.57,8.5,0,1.41,1,51.6,54.75,2,2,0,0
2680,57,1000,6,0.34,286.32,300,14.58,7,0,1.12,1,37.67,38.2,1.96,2,0,0
2681,53,1000,2,0.38,360,360,14.43,5,0,1.3,1,49.44,50.4,1.97,1.98,0,0
2682,90,1120,8,0.3,335.33,300,12.94,8,0,1.31,1,39.44,39.64,2,2,0,0
2683,77,1120,4,0.42,517.4,480,15.45,8,0,1.42,1,59.13,61.7,1.95,2.01,0,0
2684,87,1000,2,0.41,361.38,360,13.63,8,0,1.23,1,50.76,54,1.97,2,0,0
2685,55,1000,17,0.42,425.45,480,34.84,9,0,1.35,1,56.74,58.8,2,2.01,0,0
2686,108,1000,54,0.41,371.11,360,13.49,8,0,1.24,1,51.37,52,2,2.005,0,0
2687,47,1000,1,0.36,398.3,360,17.04,10,0,1.47,1,52.84,55.1,2,2.01,0,0
2688,74,1000,3,0.38,394.86,360,12.84,7,0,1.34,1,51.26,53.15,2,2,0,0
2689,70,1000,8,0.45,456.86,480,15.76,7,0,1.34,1,60.98,71.25,2.01,2.01,0,0
2690,80,1000,7,0.39,435,420,16.18,8.5,0,1.48,1,57.92,61.95,1.98,2.005,0,0
2691,63,1000,6,0.43,351.43,360,10.79,7,0,1.11,1,47.79,50,1.96,2,0,0
2692,66,1000,6,0.38,378.18,360,15.15,9,0,1.35,1,51.31,52.95,2,2,0,0
2693,66,1000,1,0.38,356.36,360,17.61,9,0,1.27,1,48.52,52.45,2,2,0,0
2694,21,1000,0,0.42,374.29,480,14.1,10,0,1.24,1,51.5,64.1,1.89,1.99,0,0
2695,82,1000,5,0.34,308.05,300,10.66,5.5,0,1.24,1,41.8,44.05,2,2,0,0
2696,55,1120,0,0.28,292.36,240,11.76,6,0,1.2,1,33.39,28.21,1.97,1.97,0,0
2697,67,1120,4,0.43,470.15,480,13.25,7,0,1.31,1,57.09,63.04,1.97,2,0,0
2698,12,1120,5,0.49,450,480,91,11.5,0,1.25,1,61.49,60.27,2.09,2,0,0
2699,19,1000,5,0.44,448.42,480,20.26,13,0,1.42,1,61.82,66.1,1.99,2,0,0
2700,36,1000,10,0.48,420,420,15.94,9,0,1.22,1,58.31,62.15,1.99,1.99,0,0
2701,39,1000,0,0.36,329.23,300,15.28,9,0,1.23,1,43.81,46.5,1.94,2,0,0
2702,72,1120,2,0.37,473.33,510,13.22,7.5,0,1.54,1,56.75,63.75,2.01,2.01,0,0
2703,13,1000,0,0.46,521.54,540,23.77,16,0,1.46,1,67.16,69.7,1.99,1.99,0,0
2704,70,1120,0,0.53,382.29,360,14.83,4,0,1.09,1,57.6,60.45,2.1,2.09,0,0
2705,86,1000,0,0.4,381.63,420,15.69,9,0,1.27,1,50.79,53.65,2,2,0,0
2706,47,1000,3,0.39,362.55,360,15.04,9,0,1.23,1,47.78,50.5,1.98,2,0,0
2707,73,1120,16,0.41,485.75,480,15.14,9,0,1.42,1,58.96,66.61,2,2.01,0,0
2708,70,1120,9,0.43,536.57,540,17.76,10,0,1.44,1,61.57,67.59,2.01,2,0,0
2709,8,1120,6,0.46,487.5,510,44.5,12.5,0,1.38,1,62.98,64.15,1.89,2,0,0
2710,103,1000,11,0.32,271.46,240,12.23,7,0,1.15,1,36.23,30.9,1.99,1.98,0,0
2711,79,1000,4,0.37,344.05,360,13.25,7,0,1.23,1,45.05,49.3,1.96,2,0,0
2712,74,1000,9,0.34,368.92,360,12.99,6,0,1.34,1,45.83,47.8,1.99,2,0,0
2713,10,1000,0,0.43,348,360,18.4,10,0,1.2,1,51.09,49.6,1.98,1.98,0,0
2714,55,1000,1,0.42,399.27,420,16.42,9,0,1.25,1,52.51,56.5,1.96,1.99,0,0
2715,65,1120,4,0.37,541.85,540,17.2,10,0,1.65,2,61.16,67.05,2,2.01,0,0
2716,46,1000,2,0.43,452.61,480,12.43,10,0,1.39,1,60.06,63.2,1.99,1.99,0,0
2717,68,1120,1,0.41,526.76,540,13.12,7,0,1.51,1,62.26,70.4,2,2,0,0
2718,67,1120,0,0.4,456.72,480,14.07,8,0,1.34,1,54.35,62.32,1.98,2,0,0
2719,62,1000,10,0.47,480,480,13.65,8.5,0,1.34,1,62.96,70.25,1.98,2.01,0,0
2720,21,510,4,0.23,737.14,420,41.86,27,0,1.81,1,41.29,28.04,1.86,1.97,0,0
2721,74,1120,3,0.36,394.86,450,11.39,5,0,1.31,1,46.63,51.88,1.98,2.005,0,0
2722,38,850,0,0.41,560.53,540,32.32,25,0,1.76,2,73.02,75.47,1.99,1.99,0,0
2723,62,1120,13,0.41,509.03,540,13.53,8.5,0,1.48,1,60.73,67.05,1.94,2.01,0,0
2724,60,1120,6,0.36,464,540,13.62,7,0,1.55,1,55.33,66.61,1.97,2,0,0
2725,73,1120,2,0.42,484.93,480,15.1,8,0,1.38,1,57.53,63.57,2.01,2.01,0,0
2726,66,1120,2,0.33,361.82,300,10.71,5,0,1.27,1,41.62,39.69,2.01,2.01,0,0
2727,45,850,0,0.35,405.33,420,26.02,19,0,1.47,1,51.62,48.94,1.99,2,0,0
2728,49,850,0,0.34,399.18,360,26.73,18,0,1.51,1,51.25,54.35,1.94,1.98,0,0
2729,55,1120,4,0.37,521.45,540,17.31,10,0,1.53,1,55.75,65.18,2,2.01,0,0
2730,44,1000,0,0.37,557.73,540,24.82,16,0,1.7,2,63.84,73.1,1.98,1.98,0,0
2731,41,1000,14,0.35,459.51,360,28.76,16,0,1.51,1,52.66,63.3,1.98,1.98,0,0
2732,33,1000,3,0.31,581.82,540,33.12,18,0,1.97,2,61.68,70.5,1.99,1.98,0,0
2733,28,510,5,0.28,805.71,810,29.07,19,0,1.89,2,52.39,58.82,1.95,1.96,0,0
2734,29,510,6,0.25,856.55,900,34.76,24,0,2.28,2,55.97,63.92,1.97,1.98,0,0
2735,14,510,2,0.26,1050,1110,55.71,53,0,2.29,2,59.68,68.82,1.98,1.98,0,0
2736,26,510,1,0.26,770.77,600,30.46,25,0,1.85,2,48.29,46.67,1.98,1.98,0,0
2737,28,1120,10,0.16,602.14,540,36.32,9,0,1.75,1,28.65,17.99,2.01,1.9849999999999999,0,0
2738,29,850,0,0.38,546.21,480,39.38,24,0,1.93,2,73.33,80.71,1.96,1.98,0,0
2739,62,1000,0,0.47,472.26,480,17.1,9,0,1.37,1,64.85,71.15,2.01,2.01,0,0
2740,56,1000,0,0.43,380.36,420,15.11,9,0,1.2,1,51.21,55.75,2,2.01,0,0
2741,85,510,4,0.79,403.06,360,17.69,10,0,1.26,1,99.37,101.76,2.01,2.01,0,0
2742,13,510,0,0.23,1227.69,1380,61.38,62,0,3.38,3,77.65,83.92,1.97,1.96,0,0
2743,24,510,4,0.23,732.5,570,36.38,21,0,2.08,2,48.45,42.35,1.88,1.96,0,0
2744,61,1000,7,0.39,330.49,360,9.8,3,0,1.15,1,44.23,50.1,1.96,2,0,0
2745,22,510,0,0.24,725.45,690,31.73,23.5,0,1.91,1.5,46.12,47.55,1.96,1.9649999999999999,0,0
2746,88,1120,2,0.39,365.45,360,10.58,5.5,0,1.12,1,43.42,45.09,1.98,2.01,0,0
2747,9,510,2,0.29,513.33,540,82.44,11,0,2.89,2,82.46,101.18,2.34,2.03,0,0
2748,3,875,0,0.06,680,840,179.33,233,0,4,5,24.91,29.49,2.01,2.01,0,0
2749,17,510,0,0.16,540,480,99.71,13,0,2.35,2,37.38,34.71,1.96,1.97,0,0
2750,26,1000,0,0.39,376.15,360,11.92,4.5,0,1.31,1,50.41,61.4,1.98,1.99,0,0
2751,22,510,2,0.21,649.09,510,36.36,14.5,0,2.05,1,43.3,35.98,1.86,1.97,0,0
2752,63,1120,9,0.42,445.71,480,13.21,7,0,1.25,1,52.52,58.21,2.01,2.01,0,0
2753,21,510,0,0.18,631.43,300,46.19,12,0,2.1,1,38.29,25.1,1.96,1.97,0,0
2754,11,510,4,0.19,932.73,1020,86.27,51,0,2.91,3,55.67,61.76,1.99,1.98,0,0
2755,73,1120,2,0.4,475.07,480,12,8,0,1.38,1,55.88,62.23,2,2,0,0
2756,50,850,0,0.4,440.4,420,27.08,22.5,0,1.48,1,59.54,72.18,1.97,1.975,0,0
2757,22,510,2,0.18,540,390,37.45,9.5,0,1.86,1,33.54,21.67,1.97,1.97,0,0
2758,21,510,2,0.21,785.71,720,44.14,19,0,2.33,2,48.31,42.16,1.96,1.96,0,0
2759,33,1000,0,0.25,485.45,420,31.42,15,0,1.85,1,46.11,49.7,2.01,2.01,0,0
2760,26,850,0,0.33,574.62,540,64.46,27,0,1.92,2,63.15,66,2,2,0,0
2761,4,875,0,0.08,450,420,140,108.5,0,4,3.5,31.4,31.09,2.02,2.02,0,0
2762,5,510,0,0.27,1200,1200,69.2,73,0,2.8,3,76.08,74.12,1.94,1.97,0,0
2763,50,850,2,0.38,404.4,390,22.78,16.5,0,1.44,1,54.88,58.65,1.98,1.98,0,0
2764,11,1120,5,0.39,441.82,540,33.45,15,0,1.18,1,45.96,63.04,2.02,2.02,0,0
2765,67,1120,2,0.37,475.52,540,13.12,8,0,1.49,1,55.92,63.93,1.97,2,0,0
2766,24,510,5,0.22,677.5,480,39.46,44,0,2.04,2,45.92,42.25,1.97,1.975,0,0
2767,20,510,2,0.24,564,300,31.7,16,0,1.6,1,37.69,20.88,1.86,1.98,0,0
2769,13,850,0,0.23,895.38,900,67,65,0,2.85,3,65.95,62.35,3.33,3.92,0,0
2780,63,1120,1,0.39,577.14,540,25.44,21,0,1.65,2,63.6,65.36,2,2.01,0,1
2781,56,1120,1,0.4,489.64,480,16.59,17.5,0,1.38,1,55.37,58.97,2.02,2.025,0,0
2782,42,1120,0,0.37,501.43,480,20,17,0,1.57,1,57.98,62.54,2.02,2.02,0,0
2783,47,1120,0,0.42,542.55,480,19.53,16,0,1.49,1,62,65.36,2.01,2.02,0,0
2784,44,1120,0,0.41,546.82,540,18.48,16,0,1.52,1,62.71,68.75,2.01,2.02,0,0
2785,47,1120,0,0.38,506.81,480,18.49,16,0,1.51,1,57.57,64.46,2.01,2.02,0,0
2786,50,1120,2,0.34,474,450,19.06,16,0,1.58,1,53.15,54.46,1.97,2.02,0,0
2787,51,1120,4,0.38,474.12,480,17.69,16,0,1.47,1,55.25,61.7,2.01,2.02,0,0
2788,54,1120,0,0.38,445.56,450,17.26,16,0,1.43,1,53.6,60.58,1.98,2.025,0,0
2789,43,1120,0,0.35,493.95,480,20.35,16,0,1.65,1,57.57,62.32,2.01,2.02,0,0
2790,48,1120,1,0.39,457.5,480,18.79,19,0,1.4,1,55.02,58.79,2.02,2.02,0,0
2791,46,1120,1,0.37,468.26,480,17.39,17,0,1.52,1,57.06,64.2,2.01,2.02,0,0
2792,49,1120,0,0.42,489.8,480,18.82,17,0,1.41,1,59.2,67.14,2.01,2.02,0,0
2793,49,1120,0,0.39,576.73,540,23.57,22,0,1.69,2,66.28,68.39,2.02,2.02,0,0
2794,46,1120,0,0.37,490.43,480,19.04,18,0,1.5,1,54.77,65.67,1.97,2.02,0,0
2795,41,1120,0,0.36,561.95,540,23.29,20,0,1.73,2,62.08,63.39,2.02,2.02,0,0
2796,44,1120,0,0.39,516.82,540,17.77,17,0,1.55,1,59.72,66.56,2,2.02,0,0
2797,42,1120,1,0.4,547.14,510,19.86,19,0,1.55,1,62.27,66.38,2.01,2.02,0,0
2798,10,1120,0,0.48,672,630,21.4,21.5,0,1.7,2,81.49,85.31,1.97,1.98,0,0
2799,46,1120,0,0.37,508.7,510,16.87,17,0,1.52,1,55.75,63.62,2.02,2.02,0,0
2800,50,1120,0,0.37,507.6,540,19.1,18,0,1.56,1.5,56.97,62.68,2.01,2.02,0,0
2801,48,1120,0,0.42,550,540,17.98,16.5,0,1.46,1,61.09,67.14,2.01,2.02,0,0
2802,42,1120,0,0.41,537.14,540,22.21,20.5,0,1.52,1,62.12,65.98,2.01,2.02,0,0
2803,47,1120,0,0.39,538.72,540,17.49,18,0,1.53,1,59.25,67.95,2.01,2.02,0,0
2804,42,1120,0,0.37,480,480,27.14,19,0,1.55,1,57.7,64.78,2.01,2.02,0,0
2805,43,1120,0,0.43,542.79,540,19.19,17,0,1.51,1,64.63,67.32,2.01,2.03,0,0
2806,55,1120,0,0.38,416.73,420,16.15,16,0,1.31,1,49.77,56.43,1.98,2.02,0,0
2807,57,1120,0,0.38,450.53,420,17.74,18,0,1.37,1,52.19,57.95,2.02,2.02,0,0
2808,40,1120,0,0.36,534,540,24.32,20,0,1.68,1,59.98,65.22,2.02,2.025,0,0
2809,47,1120,0,0.38,513.19,540,20.11,19,0,1.55,1,58.77,64.64,1.97,2.02,0,0
2810,36,1120,0,0.27,341.67,240,23.47,21.5,0,1.36,1,37.03,33.08,1.98,1.9849999999999999,0,0
2811,43,1120,3,0.38,493.95,480,20.28,19,0,1.53,2,58.92,63.39,2.02,2.02,0,0
2812,5,1120,0,0.43,768,780,24.2,27,0,2,2,85.73,85.36,1.96,1.97,0,0
2813,46,1120,0,0.44,487.83,540,17.96,17.5,0,1.35,1,58.73,64.69,2.01,2.02,0,0
2814,49,1120,1,0.38,439.59,480,17.94,17,0,1.47,1,55.23,60.09,2.02,2.02,0,0
2815,49,1120,0,0.34,577.96,600,26.71,23,0,1.88,2,63.41,64.73,1.93,2.02,0,0
2816,46,1120,0,0.37,499.57,480,17.76,17.5,0,1.5,1,55.82,60.8,2.01,2.02,0,0
2817,51,1120,3,0.38,487.06,480,18,18,0,1.51,1,58.12,62.59,2.01,2.02,0,0
2818,48,1120,0,0.4,491.25,480,19.69,19,0,1.44,1,58.08,63.12,2.01,2.0149999999999997,0,0
2819,48,1120,0,0.37,487.5,480,18.4,17,0,1.52,1,56.73,61.88,1.96,2.02,0,0
2820,46,1120,0,0.36,459.13,480,20.07,16,0,1.52,1,55.35,60.62,2.02,2.02,0,0
2821,43,1120,0,0.36,503.72,540,22.91,18,0,1.6,1,57.06,63.3,2.01,2.02,0,0
2822,45,1120,1,0.41,538.67,540,17.09,15,0,1.49,1,61.55,67.32,2.01,2.02,0,0
2823,46,1120,0,0.41,543.91,570,18.26,16.5,0,1.52,1,61.72,66.47,2,2.02,0,0
2824,56,1120,0,0.37,432.86,420,20.7,20,0,1.43,1,52.2,55,2.01,2.03,0,0
2825,48,1120,0,0.38,482.5,540,19.5,20,0,1.52,1.5,57.17,61.88,2.01,2.02,0,0
2826,45,1120,0,0.4,528,540,17.62,20,0,1.51,1,60.78,66.07,2.01,2.02,0,0
2827,52,1120,2,0.4,500.77,540,16.12,18,0,1.44,1,57.44,63.93,2.02,2.02,0,0
2828,49,1120,2,0.4,557.14,540,18.1,19,0,1.49,1,59.79,64.91,2.01,2.02,0,0
