IDWIIQ,cycles,Capacity,sum_LowLevel,ET,avg_disch,med_disch,avg_Idle,med_Idle,med_CycleTmax,avg_Wday,med_Wday,avg_DisAhNeg,med_DisAhNeg,avg_EndVbatCell,med_EndVbatCell,fast_group,retired
2829,46,1120,0,0.38,554.35,600,21.17,20,0,1.63,2,61.23,65.67,2.01,2.02,0,0
2830,44,1120,0,0.4,481.36,480,21.02,20.5,0,1.45,1,57.84,62.59,1.97,2.02,0,0
2831,48,1120,0,0.43,493.75,510,18.9,20,0,1.4,1,59.56,65.13,2.01,2.02,0,0
2832,39,1120,0,0.37,501.54,540,23.95,19,0,1.56,1,58.15,64.11,2.01,2.02,0,0
2833,48,1120,0,0.38,508.75,540,19.92,20,0,1.56,1.5,59.1,64.73,2.01,2.02,0,0
2834,49,1120,2,0.42,481.22,480,20.84,18,0,1.45,1,60.86,63.3,2.02,2.02,0,0
2835,49,1120,1,0.42,511.84,540,17.49,19,0,1.45,1,60.36,67.14,1.97,2.02,0,0
2836,49,1120,0,0.4,513.06,540,19.41,19,0,1.43,1,56.56,62.77,2.02,2.02,0,0
2837,41,1120,0,0.35,507.8,480,25.41,19,0,1.63,1,57.95,65.18,2.01,2.02,0,0
2838,53,1120,0,0.35,438.11,420,17.36,17,0,1.43,1,50.89,54.29,1.97,2.02,0,0
2839,44,1120,0,0.37,485.45,480,19.82,20.5,0,1.52,1,55.75,61.79,1.97,2.02,0,0
2840,42,1120,0,0.39,542.86,540,20.83,20.5,0,1.67,2,65.21,67.95,2.01,2.02,0,0
2841,50,1120,1,0.36,494.4,480,18.6,18,0,1.46,1,52.06,58.62,2.01,2.03,0,0
2842,48,1120,2,0.38,502.5,510,16.94,17,0,1.52,1,57.11,64.15,2.02,2.03,0,0
2843,37,1120,0,0.4,467.03,480,19.62,18,0,1.46,1,57.94,57.86,1.96,2.02,0,0
2844,41,1120,1,0.37,507.8,540,18.17,19,0,1.56,2,57,67.23,2,2.02,0,0
2845,43,1120,1,0.42,457.67,480,17.56,16,0,1.33,1,55.54,64.29,2.01,2.02,0,0
2846,49,1120,1,0.44,514.29,540,16.33,18,0,1.35,1,59.6,63.75,2.01,2.02,0,0
2847,45,1120,2,0.35,456,480,18.91,18,0,1.53,1,53.85,64.73,2.02,2.02,0,0
2848,43,1120,1,0.39,514.88,540,15.91,17,0,1.47,1,57.12,64.38,2.02,2.02,0,0
2849,47,1120,2,0.38,509.36,480,17.28,17,0,1.53,1,58.68,62.05,2.01,2.02,0,0
2850,49,1120,1,0.38,502.04,540,17.53,18,0,1.41,1,54.12,63.48,2.02,2.02,0,0
2851,41,1120,1,0.38,535.61,600,17.83,19,0,1.59,2,60.79,63.3,2,2.02,0,0
2852,45,1120,2,0.38,568,480,20.02,19,0,1.56,1,59.77,63.84,2.02,2.03,0,0
2853,49,1120,0,0.4,510.61,480,18.31,19,0,1.43,1,57.73,60.36,2.01,2.03,0,0
2854,42,1120,1,0.41,495.71,480,16.81,16.5,0,1.45,1,59.19,64.38,2.01,2.025,0,0
2855,47,1120,0,0.39,487.66,480,16.68,16,0,1.45,1,56.61,64.64,2.01,2.02,0,0
2856,45,1120,0,0.39,492,480,17.76,17,0,1.51,1,58.72,65,2.01,2.02,0,0
2857,43,1120,0,0.41,475.81,540,17.07,19,0,1.42,1,57.64,64.82,2.02,2.03,0,0
2858,43,1120,1,0.41,492.56,480,20.12,19,0,1.44,1,59.15,65.36,2.01,2.02,0,0
2859,46,1120,1,0.37,524.35,510,20.35,20,0,1.57,1,57.32,62.95,2.01,2.02,0,0
2860,43,1120,3,0.4,503.72,480,19.67,19,0,1.49,1,60.16,64.11,2.02,2.02,0,0
2861,47,1120,2,0.35,431.49,420,17.66,17,0,1.43,1,50.07,56.43,2.02,2.02,0,0
2862,48,1120,1,0.41,521.25,540,16.35,16,0,1.54,2,63.6,66.83,1.98,2.02,0,0
2863,39,1120,0,0.36,526.15,540,21.69,18,0,1.59,1,56.73,61.43,2.01,2.02,0,0
2864,45,1120,0,0.35,514.67,540,18.29,19,0,1.64,2,57.85,64.82,2.02,2.02,0,0
2865,46,1120,1,0.39,508.7,480,18.28,20,0,1.43,1,56.63,60.8,2.02,2.03,0,0
2866,48,1120,2,0.41,525,540,17.77,18,0,1.48,1,59.98,62.23,2.02,2.02,0,0
2867,44,1120,0,0.4,514.09,480,15.18,16,0,1.5,1,59.28,64.91,2.02,2.02,0,0
2868,47,1120,2,0.4,505.53,480,15.26,17,0,1.47,1,58.08,62.41,2.01,2.02,0,0
2869,44,1120,2,0.37,499.09,540,19.16,16.5,0,1.52,1,56.93,65.85,2.01,2.02,0,0
2870,43,1120,1,0.38,468.84,480,17.79,18,0,1.44,1,54.17,60.8,2,2.01,0,0
2871,43,1120,1,0.37,538.6,600,23.12,19,0,1.63,1,60.49,70.71,1.97,2.02,0,0
2872,50,1120,0,0.41,502.8,540,17.02,18,0,1.44,1,59.5,67.5,2.01,2.02,0,0
2873,43,1120,0,0.41,478.6,480,17.07,17,0,1.47,1,59.88,64.91,2.01,2.02,0,0
2874,42,1120,0,0.36,525.71,540,18.19,16.5,0,1.57,1.5,57.11,65.45,2.02,2.02,0,0
2875,43,1120,4,0.4,521.86,480,19.98,18,0,1.49,1,60.25,67.5,1.96,2.02,0,0
2876,47,1120,1,0.35,462.13,540,18.26,19,0,1.57,2,55.25,62.68,1.98,2.02,0,0
2877,47,1120,1,0.35,422.55,420,16.38,15,0,1.4,1,49.71,57.86,1.98,2.03,0,0
2878,47,1120,0,0.4,477.45,540,18.62,18,0,1.43,1,57.72,63.12,2.02,2.02,0,0
2879,43,1120,1,0.42,572.09,540,17.6,18,0,1.49,1,62.76,66.61,2.01,2.02,0,0
2880,47,1120,1,0.37,467.23,420,17,16,0,1.49,1,55.63,62.68,1.97,2.02,0,0
2881,51,1120,3,0.41,520,480,17.47,19,0,1.47,1,59.6,63.12,2.02,2.02,0,0
2882,13,1120,1,0.42,553.85,540,18.85,12,0,1.54,1,64.9,66.88,2,2,0,0
2883,45,1120,0,0.37,489.33,540,17.53,17,0,1.51,1,55.87,65.27,2.02,2.02,0,0
2884,55,1120,0,0.33,355.64,360,19.13,16,0,1.31,1,43.44,48.12,1.98,2.02,0,0
2885,44,1120,0,0.4,486.82,480,16.32,18.5,0,1.43,1,56.85,62.23,2.02,2.02,0,0
2886,38,1120,0,0.35,491.05,480,25.16,18,0,1.74,1,60.18,68.44,1.95,2.02,0,0
2887,45,1120,0,0.36,486.67,480,19.8,18,0,1.53,1,54.5,61.07,2.01,2.02,0,0
2888,51,1120,2,0.36,461.18,480,18.06,18,0,1.53,2,54.68,62.32,2.02,2.02,0,0
2889,42,1120,1,0.38,511.43,480,19.48,15.5,0,1.57,1,59.42,65.36,2.02,2.025,0,0
2890,41,1120,2,0.43,570.73,540,18.78,20,0,1.51,1,64.34,68.04,2.01,2.02,0,0
2891,41,1120,0,0.36,551.71,540,18.17,19,0,1.63,2,59.21,64.11,2.01,2.02,0,0
2892,45,1120,0,0.39,465.33,420,18.11,17,0,1.44,1,56.17,61.79,1.97,2.02,0,0
2893,49,1120,0,0.38,494.69,480,17.33,16,0,1.41,1,54,63.66,2.02,2.02,0,0
2894,45,1120,4,0.4,496,480,16.53,17,0,1.47,1,58.49,63.84,2.01,2.02,0,0
2895,43,1120,1,0.46,478.6,480,16.44,18,0,1.35,1,62.61,65.27,2.02,2.02,0,0
2896,50,1120,0,0.37,441.6,480,17.42,16.5,0,1.44,1,53.82,58.04,2.01,2.02,0,0
2897,41,1120,0,0.39,503.41,540,18.8,19,0,1.56,2,60.11,67.23,2.02,2.02,0,0
2898,59,1120,5,0.35,455.59,480,16.78,17,0,1.39,1,48.5,53.75,2.01,2.02,0,0
2899,53,1120,0,0.41,484.53,480,18.68,18,0,1.43,1,58.35,60.89,1.98,2.02,0,0
2900,49,1120,0,0.4,473.88,480,18.14,18,0,1.45,1,57.69,62.41,2.01,2.02,0,0
2901,43,1120,0,0.38,573.49,540,20.47,21,0,1.63,2,61.16,63.48,2.01,2.02,0,0
2902,54,1120,0,0.36,488.89,480,20.91,18,0,1.54,1,55.48,58.84,2.02,2.03,0,0
2903,45,1120,0,0.39,498.67,480,22.27,20,0,1.49,1,58.61,64.55,1.98,2.03,0,0
2904,45,1120,1,0.4,509.33,480,23.58,20,0,1.51,1,59.84,61.79,2.02,2.03,0,0
2905,45,1120,1,0.37,484,480,23.07,18,0,1.6,1,58.86,64.55,2.01,2.02,0,0
2906,42,1120,0,0.34,527.14,510,20.86,18,0,1.64,2,55.05,62.23,2.02,2.03,0,0
2907,49,1120,0,0.41,514.29,480,19.35,18,0,1.45,1,60.01,62.05,2.01,2.02,0,0
2908,45,1120,3,0.41,494.67,480,18.02,16,0,1.44,1,59.2,64.38,2,2.02,0,0
2909,46,1120,0,0.4,562.17,540,21.33,20.5,0,1.57,1,63.25,64.87,2.01,2.02,0,0
2910,45,1120,0,0.36,505.33,540,22.24,18,0,1.6,2,57.69,61.61,1.97,2.02,0,0
2911,46,1120,1,0.43,490.43,480,18.22,18,0,1.46,1,62.22,69.29,2.01,2.02,0,0
2912,43,1120,1,0.42,474.42,480,20.84,18,0,1.42,1,59.14,64.73,2.02,2.03,0,0
2913,39,1120,1,0.35,461.54,480,23.82,15,0,1.59,1,55.16,62.05,2.01,2.02,0,0
2914,47,1120,0,0.41,519.57,540,15.87,17,0,1.45,1,59.07,64.46,2.01,2.02,0,0
2915,42,1120,0,0.4,564.29,540,19.9,17.5,0,1.55,1,62.45,63.3,2.01,2.02,0,0
2916,43,1120,1,0.39,499.53,480,20.65,17,0,1.53,1,59.96,65.09,2.02,2.02,0,0
2917,48,1120,0,0.39,531.25,510,19.77,17.5,0,1.56,2,61,64.38,2.01,2.02,0,0
2918,53,1120,0,0.38,430.19,420,16.06,16,0,1.34,1,51.43,58.93,2.02,2.02,0,0
2919,44,1120,2,0.42,549.55,570,19.77,18,0,1.39,1,58.41,63.48,2.02,2.025,0,0
2920,49,1120,5,0.39,488.57,480,16.82,17,0,1.45,1,56.25,65.36,2.01,2.02,0,0
2921,55,1120,2,0.38,459.27,480,18.49,18,0,1.42,1,53.92,60.62,2.02,2.02,0,0
2922,42,1120,2,0.4,490,540,19.74,17.5,0,1.45,1,58.01,66.7,1.96,2.0149999999999997,0,0
2923,43,1120,0,0.4,540,540,22.47,22,0,1.56,2,61.91,67.14,2.01,2.02,0,0
2924,46,1120,0,0.39,517.83,510,16.2,18,0,1.48,1,58.02,64.91,2.02,2.02,0,0
2925,41,1120,0,0.38,538.54,540,26.37,21,0,1.61,2,60.54,66.61,2.01,2.02,0,0
2926,43,1120,1,0.4,528.84,540,20.91,18,0,1.56,2,61.55,66.52,2.01,2.02,0,0
2927,632,850,0,0.18,143.35,120,1,0,0,1.03,1,18.44,18,2.04,2.04,1,0
2928,730,850,0,0.17,121.73,120,1.04,0,0,1.02,1,17.16,16.41,2.04,2.04,1,0
2929,237,1000,71,0.15,106.33,120,2.55,0,0,1.02,1,14.95,13.2,2.05,2.06,1,0
2930,415,850,0,0.16,131.86,120,2.05,0,0,1.04,1,16.24,15.06,2.03,2.03,1,0
2931,135,595,2,0.12,87.11,60,9.96,1,0,1.07,1,12.69,11.6,2.01,2.04,1,0
2932,68,595,0,0.09,76.76,60,8.51,3,0,1.06,1,10.04,9.33,1.99,2.02,1,0
2933,211,1000,66,0.06,41.8,60,6.36,3,0,1.05,1,6.05,3.8,2.08,2.08,1,0
2935,43,1120,1,0.33,506.51,540,24.53,17,0,1.79,1,58.35,64.38,1.97,2.02,0,0
2936,43,1120,0,0.36,410.23,420,16.98,17,0,1.35,1,48.21,51.16,2.02,2.03,0,0
2937,41,1120,0,0.35,390.73,420,21.15,17,0,1.29,1,45.84,53.66,2.02,2.03,0,0
2940,38,1120,0,0.35,465.79,480,17.74,18,0,1.53,1,52.69,60.94,2.02,2.03,0,0
2944,33,1120,0,0.36,403.64,420,19.79,17,0,1.36,1,49.67,56.79,2.02,2.03,0,0
2945,2,875,0,0.04,420,420,567,567,0,9.5,9.5,37.71,37.71,2,1.995,0,0
2961,525,1000,468,0.15,130.63,120,2.04,1,0,1.13,1,16.63,14.9,2.02,2.02,1,0
2962,569,1000,525,0.15,129.6,120,1.63,0,0,1.11,1,16.08,13.8,2.04,2.04,1,0
2963,603,1000,500,0.14,130.35,120,1.72,0,0,1.11,1,15.65,14.2,2.02,2.02,1,0
2964,341,1000,315,0.16,138.83,120,1.23,0,0,1.08,1,16.86,15.4,2.03,2.04,1,0
2965,617,1000,571,0.14,115.82,120,1.68,0,0,1.1,1,15.25,13.2,2.05,2.05,1,0
2988,9,1000,0,0.41,0,0,28.78,17,0,1.44,1,59.19,58.7,2.01,2.01,0,0
2989,9,1000,0,0.39,0,0,17.33,9,0,1.67,2,65.23,64.5,2.01,2.01,0,0
2990,11,1000,0,0.4,0,0,14.09,10,0,1.45,2,57.55,58.8,1.97,1.99,0,0
2991,11,1000,0,0.38,0,0,16.73,5,0,1.36,1,52.26,57.9,2,1.99,0,0
2992,10,1000,0,0.36,0,0,16.7,8.5,0,1.7,1.5,61.72,64.1,2.01,2,0,0
2993,9,1000,0,0.43,0,0,16.56,8,0,1.56,1,66.71,67.4,2,2.01,0,0
2999,1,1000,0,0.33,0,0,15,15,0,2,2,66.2,66.2,1.98,1.98,0,1
3000,1,1000,0,0.59,0,0,3,3,0,1,1,58.9,58.9,2,2,0,0
